ID;Gender;Age_Months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;TestingLocation;Day;Phase;Dropout;Reason_Dropout;Trial_nr;Baited_Side;Baited_Box;Chosen_Side;success;CumulativeSumStickers;CumulativeProportionCorrect;Location_Sticker_Changed;Material_change;StoppedEarly;TotalNrTrials;Criterion.reached;Number_errors;Nr_CorrectTrials;Proportion_Correct;NrTrials_UntilCriterionreached;NrErrors_UntilCriterionreached;Video;Comments;Additional comments;SD_Criterionreached
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;1;left;;right;0;0;0;;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;2;right;;right;1;1;0.5;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;3;left;;left;1;2;0.666666667;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;4;left;;left;1;3;0.75;no;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;5;right;;right;1;4;0.8;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;6;right;;right;1;5;0.833333333;no;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Simple Discrimination;no;;7;left;;left;1;6;0.857142857;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;1;right;;left;0;0;0;;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;2;left;;left;1;1;0.5;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;3;left;;left;1;2;0.666666667;no;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;4;right;;right;1;3;0.75;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;5;right;;right;1;4;0.8;no;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;6;left;;left;1;5;0.833333333;yes;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;1;Reversal;no;;7;left;;left;1;6;0.857142857;no;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day1;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;1;left;silverbox_greenbast;right;0;0;0;;;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;2;right;silverbox_natstraw;right;1;1;0.5;yes;yes;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;3;left;silverbox_greenbast;left;1;2;0.666666667;yes;yes;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;4;left;silverbox_natstraw;left;1;3;0.75;no;yes;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;5;right;silverbox_greenbast;right;1;4;0.8;yes;yes;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;6;right;silverbox_greenbast;right;1;5;0.833333333;no;no;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;Compound Discrimination;no;;7;left;silverbox_natstraw;left;1;6;0.857142857;yes;yes;no;7;yes;1;6;0.857;7;1;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;1;right;corkbox_greenfelt;left;0;0;0;;;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;2;left;corkbox_greenfelt;left;1;1;0.5;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;3;left;corkbox_greenfelt;left;1;2;0.666666667;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;4;left;greenbox_greenfelt;right;0;2;0.5;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;5;left;greenbox_greenfelt;left;1;3;0.6;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;6;right;greenbox_greenfelt;right;1;4;0.666666667;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;7;right;greenbox_greenfelt;right;1;5;0.714285714;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;8;right;corkbox_greenfelt;right;1;6;0.75;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;9;right;greenbox_greenfelt;right;1;7;0.777777778;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;10;left;greenbox_greenfelt;left;1;8;0.8;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;11;right;corkbox_greenfelt;right;1;9;0.818181818;yes;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;12;left;corkbox_greenfelt;left;1;10;0.833333333;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;13;left;greenbox_greenfelt;left;1;11;0.846153846;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;14;right;corkbox_greenfelt;right;1;12;0.857142857;yes;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;15;left;corkbox_greenfelt;left;1;13;0.866666667;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;16;left;corkbox_greenfelt;left;1;14;0.875;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;17;left;greenbox_greenfelt;left;1;15;0.882352941;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;18;right;greenbox_greenfelt;right;1;16;0.888888889;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;19;right;corkbox_greenfelt;right;1;17;0.894736842;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;20;right;greenbox_greenfelt;right;1;18;0.9;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;21;left;greenbox_greenfelt;left;1;19;0.904761905;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;22;left;greenbox_greenfelt;left;1;20;0.909090909;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;23;right;greenbox_greenfelt;right;1;21;0.913043478;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;24;left;corkbox_greenfelt;left;1;22;0.916666667;yes;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;25;right;corkbox_greenfelt;right;1;23;0.92;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;26;left;corkbox_greenfelt;left;1;24;0.923076923;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;27;left;corkbox_greenfelt;left;1;25;0.925925926;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;28;left;greenbox_greenfelt;left;1;26;0.928571429;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;29;left;greenbox_greenfelt;left;1;27;0.931034483;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;30;right;greenbox_greenfelt;right;1;28;0.933333333;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;31;right;greenbox_greenfelt;right;1;29;0.935483871;no;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;32;right;corkbox_greenfelt;right;1;30;0.9375;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;33;right;greenbox_greenfelt;right;1;31;0.939393939;no;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;34;left;greenbox_greenfelt;left;1;32;0.941176471;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;35;right;corkbox_greenfelt;right;1;33;0.942857143;yes;yes;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
1;m;61;5;no;62;5;old;Fife;2;EDS;no;;36;left;corkbox_greenfelt;left;1;34;0.944444444;yes;no;no;36;no criterion;2;34;0.944;;;ID1_Shifting_BoxFilling_m_5y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;1;left;;right;0;0;0;;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;2;right;;left;0;0;0;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;3;left;;right;0;0;0;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;4;left;;right;0;0;0;no;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;5;right;;right;1;1;0.2;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;6;right;;right;1;2;0.333333333;no;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;7;left;;right;0;2;0.285714286;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;8;left;;right;0;2;0.25;no;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;9;right;;right;1;3;0.333333333;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;10;right;;right;1;4;0.4;no;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;11;left;;left;1;5;0.454545455;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;12;right;;right;1;6;0.5;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;13;right;;right;1;7;0.538461538;no;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Simple Discrimination;no;;14;left;;left;1;8;0.571428571;yes;;no;14;yes;6;8;0.571;14;6;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;1;right;;left;0;0;0;;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;2;left;;right;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;3;left;;right;0;0;0;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;4;right;;left;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;5;right;;left;0;0;0;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;6;left;;right;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;7;left;;right;0;0;0;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;8;right;;left;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;9;left;;right;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;10;right;;left;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;11;left;;right;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;12;right;;left;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;13;right;;left;0;0;0;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;14;left;;right;0;0;0;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;15;left;;right;0;0;0;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;16;right;;right;1;1;0.0625;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;17;left;;left;1;2;0.117647059;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;18;right;;right;1;3;0.166666667;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;19;right;;right;1;4;0.210526316;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;20;left;;left;1;5;0.25;yes;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;1;Reversal;no;;21;left;;left;1;6;0.285714286;no;;no;21;yes;15;6;0.286;21;15;ID2_Shifting_BoxFilling_m_3y_Day1;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;1;left;silverbox_greenbast;left;1;1;1;;;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;2;right;silverbox_natstraw;right;1;2;1;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;3;left;silverbox_greenbast;right;0;2;0.666666667;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;4;left;silverbox_natstraw;left;1;3;0.75;no;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;5;right;silverbox_greenbast;left;0;3;0.6;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;6;right;silverbox_greenbast;left;0;3;0.5;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;7;left;silverbox_natstraw;left;1;4;0.571428571;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;8;left;silverbox_natstraw;left;1;5;0.625;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;9;right;silverbox_greenbast;left;0;5;0.555555556;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;location change and side did not match - location change was wrong (no should have been yes), changed here ;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;10;left;silverbox_natstraw;left;1;6;0.6;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;location change and side did not match - location change was wrong (no should have been yes), changed here ;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;11;right;silverbox_natstraw;right;1;7;0.636363636;yes;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;12;right;silverbox_greenbast;left;0;7;0.583333333;no;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;13;right;silverbox_natstraw;right;1;8;0.615384615;no;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;14;left;silverbox_greenbast;right;0;8;0.571428571;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;15;left;silverbox_natstraw;right;0;8;0.533333333;no;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;16;right;silverbox_greenbast;left;0;8;0.5;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;17;left;silverbox_natstraw;right;0;8;0.470588235;yes;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;18;left;silverbox_natstraw;left;1;9;0.5;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;19;right;silverbox_natstraw;right;1;10;0.526315789;yes;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;20;right;silverbox_natstraw;right;1;11;0.55;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;21;right;silverbox_greenbast;left;0;11;0.523809524;no;yes;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;22;right;silverbox_greenbast;right;1;12;0.545454545;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;23;left;silverbox_greenbast;left;1;13;0.565217391;yes;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
2;m;42;3;no information;42;3;young;Fife;2;Compound Discrimination;no;;24;left;silverbox_greenbast;left;1;14;0.583333333;no;no;no;24;no;10;14;0.583;;;ID2_Shifting_BoxFilling_m_3y_Day2;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;1;left;;left;1;1;1;;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;2;right;;left;0;1;0.5;yes;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;3;left;;right;0;1;0.333333333;yes;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;4;left;;left;1;2;0.5;no;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;5;right;;right;1;3;0.6;yes;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;6;right;;right;1;4;0.666666667;no;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;7;left;;left;1;5;0.714285714;yes;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;8;left;;left;1;6;0.75;no;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Simple Discrimination;no;;9;right;;right;1;7;0.777777778;yes;;no;9;yes;2;7;0.778;9;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Reversal;no;;1;right;;left;0;0;0;;;no;8;yes;2;6;0.750;8;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Reversal;no;;2;left;;right;0;0;0;yes;;no;8;yes;2;6;0.750;8;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Reversal;no;;3;left;;left;1;1;0.333333333;no;;no;8;yes;2;6;0.750;8;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
3;m;43;3;no information;44;3;young;Fife;1;Reversal;no;;4;right;;right;1;2;0.5;yes;;no;8;yes;2;6;0.750;8;2;ID3_Shifting_BoxFilling_m_3y_Day1;;;yes
