ID;Gender;Age_months;Age_group;Midtesting_age_months;Midtesting_age_group;Mediansplit_midtesting_entiresample;AdditionalSupportNeeds;TestingLocation;Trial;StoppedEarly;TotalNr_Rounds;RoundNr;Position;BoxID;Correct;emptied_all_boxes;NrBoxesEmptied;Efficiency;NoSearches_before_FirstError;NoSearches_before_FirstError_numeric;Video;NrBoxesEmptiedDisregardingFirstSearch;NrRoundsDisregardingFirstSearch;EfficiencyDisregardingFirstSearch
36;m;38;3;41;3;young;no;Fife;2;no;11;6;2;yellow;no;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
36;m;38;3;41;3;young;no;Fife;2;no;11;7;2;white;yes;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
36;m;38;3;41;3;young;no;Fife;2;no;11;8;1;green;no;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
36;m;38;3;41;3;young;no;Fife;2;no;11;9;7;purple;yes;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
36;m;38;3;41;3;young;no;Fife;2;no;11;10;1;blue;yes;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
36;m;38;3;41;3;young;no;Fife;2;no;11;11;6;purple;no;no;7;0.636;2;2;ID36_WM_ScrambledBox_AdditionalTask_SallyAnn_m_3y;6;10;0.6
37;f;37;3;40;3;young;no;Fife;1;no;11;1;5;red;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;2;4;white;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;3;2;orange;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;4;7;red;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;5;3;yellow;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;6;1;white;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;7;8;orange;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;8;3;lightblue;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;9;7;blue;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;10;4;green;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;1;no;11;11;8;purple;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;1;3;purple;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;2;3;orange;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;3;3;lightblue;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;4;2;purple;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;5;3;white;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;6;6;blue;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;7;1;red;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;8;8;orange;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;9;8;lightblue;no;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;10;6;green;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
37;f;37;3;40;3;young;no;Fife;2;no;11;11;1;yellow;yes;yes;8;0.727;3;3;ID37_WM_ScrambledBox_AdditionalTask_SallyAnn_f_3y;7;10;0.7
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;1;1;white;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;2;2;yellow;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;3;3;lightblue;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;4;4;purple;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;5;4;red;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;6;5;green;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;7;7;blue;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;8;7;white;no;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;1;no;9;9;8;orange;yes;yes;8;0.888888889;7;7;ID38_WM_ScrambledBox_m_3y;7;8;0.875
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;1;3;purple;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;2;1;lightblue;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;3;4;green;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;4;6;white;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;5;7;orange;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;6;6;blue;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;7;7;green;no;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;8;1;green;no;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;9;2;orange;no;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
38;m;44;3;46;3;young;no;Edinburgh;2;no;10;10;7;red;yes;no;7;0.7;6;6;ID38_WM_ScrambledBox_m_3y;6;9;0.666666667
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;1;4;yellow;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;2;5;red;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;3;5;red;no;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;4;3;lightblue;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;5;5;blue;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;6;7;blue;no;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;7;4;white;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;8;6;yellow;no;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;9;8;orange;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;10;3;lightblue;no;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;1;no;11;11;4;green;yes;no;7;0.636363636;2;2;ID39_WM_ScrambledBox_m_3y;6;10;0.6
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;1;8;lightblue;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;2;6;blue;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;3;5;red;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;4;5;yellow;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;5;6;blue;no;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;6;5;orange;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;7;6;lightblue;no;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;8;5;yellow;no;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;9;7;purple;yes;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;10;3;orange;no;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
39;m;45;3;46;3;young;Myoclonic astatic epilepsy (doose syndrome);Edinburgh;2;no;11;11;6;purple;no;no;6;0.545454545;4;4;ID39_WM_ScrambledBox_m_3y;5;10;0.5
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;1;4;yellow;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;2;6;purple;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;3;7;white;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;4;3;lightblue;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;5;4;red;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;6;3;orange;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;7;7;blue;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;1;no;8;8;8;green;yes;yes;8;1;no error;;ID40_WM_ScrambledBox_f_4y;7;7;1
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;1;4;white;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;2;5;yellow;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;3;6;white;no;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;4;7;blue;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;5;4;green;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;6;5;orange;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;7;5;purple;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;8;3;blue;no;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;9;1;green;no;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;10;7;red;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
40;f;53;4;54;4;old;no;Edinburgh;2;no;11;11;3;lightblue;yes;yes;8;0.727272727;2;2;ID40_WM_ScrambledBox_f_4y;7;10;0.7
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;1;4;yellow;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;2;4;white;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;3;6;blue;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;4;7;red;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;5;3;yellow;no;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;6;3;orange;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;7;6;lightblue;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;8;4;blue;no;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;9;5;white;no;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;10;3;lightblue;no;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;1;no;11;11;4;green;yes;no;7;0.636363636;4;4;ID41_WM_ScrambledBox_m_4y;6;10;0.6
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;1;3;purple;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;2;8;;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;3;5;red;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;4;5;yellow;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;5;6;blue;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;6;5;orange;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;7;2;white;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
41;m;54;4;54;4;old;no;Edinburgh;2;no;8;8;2;lightblue;yes;yes;8;1;no error;;ID41_WM_ScrambledBox_m_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;1;5;red;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;2;6;purple;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;3;6;blue;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;4;5;green;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;5;3;yellow;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;6;3;orange;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;7;6;lightblue;yes;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;8;3;lightblue;no;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;9;4;red;no;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;10;2;orange;no;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;1;no;11;11;2;yellow;no;no;7;0.636363636;7;7;ID42_WM_ScrambledBox_f_4y;6;10;0.6
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;1;7;red;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;2;2;purple;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;3;1;blue;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;4;3;green;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;5;7;orange;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;6;2;yellow;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;7;6;lightblue;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
42;f;55;4;56;4;old;no;Edinburgh;2;no;8;8;6;white;yes;yes;8;1;no error;;ID42_WM_ScrambledBox_f_4y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;1;2;lightblue;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;2;2;yellow;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;3;6;blue;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;4;7;red;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;5;1;white;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;6;5;green;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;7;5;purple;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;1;no;8;8;2;orange;yes;yes;8;1;no error;;ID43_WM_ScrambledBox_m_3y;7;7;1
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;1;5;blue;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;2;3;orange;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;3;3;lightblue;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;4;5;yellow;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;5;1;purple;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;6;4;lightblue;no;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;7;3;blue;no;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;8;8;orange;no;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;9;1;green;yes;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;10;2;yellow;no;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
43;m;40;3;40;3;young;no;Edinburgh;2;no;11;11;5;blue;no;no;6;0.545454545;5;5;ID43_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;1;5;red;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;2;6;purple;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;3;6;blue;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;4;5;green;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;5;6;lightblue;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;6;4;yellow;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;7;4;white;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;1;no;8;8;2;orange;yes;yes;8;1;no error;;ID44_WM_ScrambledBox_m_3y;7;7;1
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;1;5;blue;yes;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;2;5;yellow;yes;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;3;5;red;yes;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;4;5;yellow;no;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;5;4;green;yes;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;6;4;lightblue;yes;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;7;7;green;no;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;8;5;yellow;no;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;9;6;yellow;no;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
44;m;42;3;43;3;young;no;Edinburgh;2;no;11;10;2;yellow;no;no;6;0.545454545;3;3;ID44_WM_ScrambledBox_m_3y;5;10;0.5
