ID;Gender;Age_months;Age_group;Midtesting_age_months;Midtesting_age_group;Mediansplit_midtesting_entiresample;AdditionalSupportNeeds;TestingLocation;Trial;StoppedEarly;TotalNr_Rounds;RoundNr;Position;BoxID;Correct;emptied_all_boxes;NrBoxesEmptied;Efficiency;NoSearches_before_FirstError;NoSearches_before_FirstError_numeric;Video;NrBoxesEmptiedDisregardingFirstSearch;NrRoundsDisregardingFirstSearch;EfficiencyDisregardingFirstSearch
93;f;45;3;46;3;young;no information;Fife;1;no;11;8;4;blue;no;no;6;0.545454545;6;6;ID93_WM_ScrambledBox_f_3y;5;10;0.5
93;f;45;3;46;3;young;no information;Fife;1;no;11;9;4;red;no;no;6;0.545454545;6;6;ID93_WM_ScrambledBox_f_3y;5;10;0.5
93;f;45;3;46;3;young;no information;Fife;1;no;11;10;6;yellow;no;no;6;0.545454545;6;6;ID93_WM_ScrambledBox_f_3y;5;10;0.5
93;f;45;3;46;3;young;no information;Fife;1;no;11;11;5;orange;no;no;6;0.545454545;6;6;ID93_WM_ScrambledBox_f_3y;5;10;0.5
93;f;45;3;46;3;young;no information;Fife;2;no;9;1;4;white;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;2;3;orange;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;3;1;blue;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;4;2;purple;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;5;3;white;no;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;6;3;green;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;7;8;yellow;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;8;4;red;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
93;f;45;3;46;3;young;no information;Fife;2;no;9;9;8;lightblue;yes;yes;8;0.888888889;4;4;ID93_WM_ScrambledBox_f_3y;7;8;0.875
94;f;45;3;47;3;young;no;Fife;1;no;8;1;6;blue;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;2;5;red;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;3;8;purple;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;4;6;yellow;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;5;6;lightblue;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;6;1;white;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;7;8;orange;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;1;no;8;8;8;green;yes;yes;8;1;no error;;no video because camera ran out of battery;7;7;1
94;f;45;3;47;3;young;no;Fife;2;no;11;1;5;blue;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;2;3;orange;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;3;4;green;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;4;5;yellow;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;5;8;lightblue;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;6;7;purple;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;7;7;green;no;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;8;6;white;yes;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;9;8;lightblue;no;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;10;2;yellow;no;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
94;f;45;3;47;3;young;no;Fife;2;no;11;11;5;blue;no;no;7;0.636363636;6;6;no video because camera ran out of battery;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;1;no;8;1;1;white;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;2;2;yellow;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;3;2;orange;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;4;3;lightblue;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;5;4;red;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;6;5;green;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;7;7;blue;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;1;no;8;8;1;purple;yes;yes;8;1;no error;;ID95_WM_ScrambledBox_f_3y;7;7;1
95;f;45;3;47;3;young;no information;Fife;2;no;11;1;4;white;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;2;5;yellow;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;3;3;lightblue;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;4;7;blue;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;5;1;purple;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;6;1;red;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;7;5;purple;no;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;8;5;yellow;no;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;9;2;orange;yes;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;10;1;blue;no;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
95;f;45;3;47;3;young;no information;Fife;2;no;11;11;3;lightblue;no;no;7;0.636363636;6;6;ID95_WM_ScrambledBox_f_3y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;1;6;blue;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;2;2;yellow;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;3;5;red;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;4;5;green;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;5;2;purple;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;6;8;lightblue;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;7;4;white;yes;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;8;8;green;no;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;9;2;green;no;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;10;3;lightblue;no;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;1;no;11;11;6;blue;no;no;7;0.636363636;7;7;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;1;5;blue;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;2;5;yellow;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;3;4;green;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;4;4;red;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;5;7;orange;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;6;2;yellow;no;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;7;3;blue;no;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;8;6;white;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;9;2;orange;no;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;10;8;purple;yes;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
96;m;54;4;56;4;old;Speech Therapy;Fife;2;no;11;11;4;red;no;no;7;0.636363636;5;5;ID96_WM_ScrambledBox_m_4y;6;10;0.6
97;m;53;4;55;4;old;no information;Fife;1;no;8;1;5;red;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;2;6;purple;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;3;1;yellow;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;4;8;blue;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;5;6;lightblue;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;6;5;green;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;7;8;orange;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;1;no;8;8;7;white;yes;yes;8;1;no error;;ID97_WM_ScrambledBox_m_4y;7;7;1
97;m;53;4;55;4;old;no information;Fife;2;no;9;1;1;yellow;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;2;3;orange;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;3;6;white;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;4;4;red;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;5;8;lightblue;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;6;3;green;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;7;3;blue;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;8;2;lightblue;no;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
97;m;53;4;55;4;old;no information;Fife;2;no;9;9;7;purple;yes;yes;8;0.888888889;7;7;ID97_WM_ScrambledBox_m_4y;7;8;0.875
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;1;5;red;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;2;6;purple;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;3;1;yellow;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;4;8;blue;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;5;7;green;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;6;3;orange;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;7;4;white;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;8;5;red;no;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;9;6;purple;no;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;1;no;10;10;3;lightblue;yes;yes;8;0.8;7;7;ID98_WM_ScrambledBox_f_3y;7;9;0.777777778
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;1;1;yellow;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;2;3;orange;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;3;4;green;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;4;1;lightblue;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;5;4;green;no;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;6;5;orange;no;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;7;3;blue;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;8;7;purple;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;9;7;purple;no;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;10;5;white;yes;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
98;f;46;3;47;3;young;speech + language;Fife;2;no;11;11;1;yellow;no;no;7;0.636363636;4;4;ID98_WM_ScrambledBox_f_3y;6;10;0.6
99;f;45;3;47;3;young;no;Fife;1;no;10;1;3;purple;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;2;3;blue;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;3;5;red;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;4;2;white;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;5;6;lightblue;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;6;5;green;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;7;8;orange;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;8;5;red;no;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;9;5;white;no;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;1;no;10;10;6;yellow;yes;yes;8;0.8;7;7;ID99_WM_ScrambledBox_f_3y;7;9;0.777777778
99;f;45;3;47;3;young;no;Fife;2;no;8;1;1;yellow;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;2;1;lightblue;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;3;4;green;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;4;4;red;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;5;6;blue;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;6;8;white;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;7;5;purple;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
99;f;45;3;47;3;young;no;Fife;2;no;8;8;8;orange;yes;yes;8;1;no error;;ID99_WM_ScrambledBox_f_3y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;1;1;white;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;2;2;yellow;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;3;2;orange;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;4;4;purple;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;5;5;blue;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;6;5;green;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;7;3;red;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;1;no;8;8;3;lightblue;yes;yes;8;1;no error;;ID100_WM_ScrambledBox_m_4y;7;7;1
100;m;57;4;59;4;old;;Fife;2;no;11;1;5;blue;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;2;4;red;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;3;5;red;no;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;4;5;yellow;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;5;3;white;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;6;5;orange;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;7;1;red;no;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;8;5;yellow;no;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;9;4;blue;no;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;10;6;green;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
100;m;57;4;59;4;old;;Fife;2;no;11;11;3;lightblue;yes;no;7;0.636363636;2;2;ID100_WM_ScrambledBox_m_4y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;1;6;blue;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;2;6;purple;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;3;7;white;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;4;1;orange;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;5;4;red;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;6;5;green;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;7;6;lightblue;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;1;no;8;8;6;yellow;yes;yes;8;1;no error;;ID106_WM_ScrambledBox_f_3y;7;7;1
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;1;1;yellow;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;2;2;purple;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;3;1;blue;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;4;1;lightblue;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;5;2;yellow;no;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;6;3;green;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;7;1;red;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;8;1;green;no;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;9;2;orange;yes;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;10;1;blue;no;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
106;f;47;3;47;3;young;no;Edinburgh;2;no;11;11;1;yellow;no;no;7;0.636363636;4;4;ID106_WM_ScrambledBox_f_3y;6;10;0.6
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;1;3;purple;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;2;3;blue;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;3;5;red;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;4;6;yellow;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;5;6;lightblue;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;6;5;green;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;7;4;white;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;1;no;8;8;2;orange;yes;yes;8;1;no error;;ID107_WM_ScrambledBox_f_4y;7;7;1
107;f;52;4;53;4;old;no;Edinburgh;2;no;10;1;4;white;yes;yes;8;0.8;7;7;ID107_WM_ScrambledBox_f_4y;7;9;0.777777778
107;f;52;4;53;4;old;no;Edinburgh;2;no;10;2;3;orange;yes;yes;8;0.8;7;7;ID107_WM_ScrambledBox_f_4y;7;9;0.777777778
