ID ;Sex;Age_months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;TestingLocation;BPVS_Score;Stopped_Training1;Training1_Success;Training1_NrTrials;Training1_NrErrors;Training1_NrCorrectTrials;Training1_ProportionCorrectTrials;Training2_NrShifts;Training2_Success;Training2_NrTrials;Training2_NrErrors;Training2_NrCorrectTrials;Training2_ProportionCorrectTrials;Proceeded_To_Day2;Video;Warmup_Dropout;Reason_dropout;Warm_up_StoppedEarly;Warmup_StartShelf;Warmup_NrShifts;Warmup_Success;Warmup_NrTrials;Warmup_NrErrors;Warmup_NrCorrectTrials;Warmup_ProportionCorrectTrials;Test_StoppedEarly;Dropout;Reason_Dropout;Phase;Trial_nr;Platform;Rewarded_level;Rewarded_Side;Chosen_level;Chosen_side;Success;Location_change;Platform (left/right);Possible_Switches;Test_NrSwitches;ProportionSwitches;Test_TotalNrTrials;Test_TotalNrMistakes;Test_NrCorrectTrials;Test_ProportionCorrectTrials;Test_NrMistakesDirectlyAfterASwitch(including the switch from the warmup);Test_NrMistakes_CorrectLevel_WrongCup;Test_NrMistakes_WrongLevel;Test_NrMistakes_WrongLevel_ChoseCupThatIsRewardedOnOtherPlatform;Proportion_SwitchingMistakes;Test_NrMistakes_WrongLevel_ChoseCupThatIsNeverRewarded;ProportionSwitchMistakesOutofAllMistakes;comments;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2a;5;left;lower;right;lower;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2a;6;right;upper;left;upper;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2a;7;right;upper;left;upper;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2a;8;right;upper;right;upper;left;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;1;left;lower;left;lower;left;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;2;left;lower;right;lower;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;3;left;lower;left;lower;left;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;4;right;upper;right;upper;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;5;right;upper;right;upper;right;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;training_2b;6;right;upper;left;upper;left ;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;1;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;2;left;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;3;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;4;right;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;5;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;6;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;7;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;8;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;9;left;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;10;right;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;11;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;12;right;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;13;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;14;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;15;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;16;right;;;;;0;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;17;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;18;right;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;19;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;20;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;21;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;22;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;23;right;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;24;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;25;right;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;26;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;27;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;28;left;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;29;right;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;30;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;31;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;32;left;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;33;left;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;34;left;;;;;1;no;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;35;right;;;;;1;;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
1;m;61;5;no;62;5;old;Fife;77;no;yes;9;2;7;0.777777778;1;yes;8;2;6;0.75;yes;ID1_Shifting_Shelf1_m_5y, ID1_Shifting_Shelf2_m_5y;no;;no;left;1;yes;6;0;6;1;no;no;;test;36;right;;;;;1;yes;;11;11;1;36;1;35;0.972222222;1;0;1;1;0.027777778;0;1;;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;1;left;lower;right;lower;right;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;2;left;lower;right;lower;left;0;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;3;left;lower;left;lower;left;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;4;left;lower;right;lower;left;0;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;5;left;lower;left;lower;left;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;not clear from video if position had been swapped, so went with the sheet. ;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;6;left;lower;left;lower;right;0;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;not clear from video if position had been swapped, so went with the sheet. ;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;7;left;lower;left;lower;left;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;not clear from video if position had been swapped, so went with the sheet. ;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;8;left;lower;left;lower;left;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;not clear from video if position had been swapped, so went with the sheet. ;;;;;;
2;m;42;3;no information;42;3;young;Fife;;no;yes;27;9;18;0.666666667;1;yes;11;4;7;0.636363636;yes;ID2_Shifting_Shelf1_m_3y, ID2_Shifting_Shelf2_m_3y;no;;no;left;1;yes;6;0;6;1;no;no;;training_1;9;left;lower;right;lower;right;1;;;11;4;0.36;36;18;18;0.5;4;0;18;18;0.5;0;1;;;;;;;
