ID ;Sex;Age_months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;TestingLocation;BPVS_Score;Stopped_Training1;Training1_Success;Training1_NrTrials;Training1_NrErrors;Training1_NrCorrectTrials;Training1_ProportionCorrectTrials;Training2_NrShifts;Training2_Success;Training2_NrTrials;Training2_NrErrors;Training2_NrCorrectTrials;Training2_ProportionCorrectTrials;Proceeded_To_Day2;Video;Warmup_Dropout;Reason_dropout;Warm_up_StoppedEarly;Warmup_StartShelf;Warmup_NrShifts;Warmup_Success;Warmup_NrTrials;Warmup_NrErrors;Warmup_NrCorrectTrials;Warmup_ProportionCorrectTrials;Test_StoppedEarly;Dropout;Reason_Dropout;Phase;Trial_nr;Platform;Rewarded_level;Rewarded_Side;Chosen_level;Chosen_side;Success;Location_change;Platform (left/right);Possible_Switches;Test_NrSwitches;ProportionSwitches;Test_TotalNrTrials;Test_TotalNrMistakes;Test_NrCorrectTrials;Test_ProportionCorrectTrials;Test_NrMistakesDirectlyAfterASwitch(including the switch from the warmup);Test_NrMistakes_CorrectLevel_WrongCup;Test_NrMistakes_WrongLevel;Test_NrMistakes_WrongLevel_ChoseCupThatIsRewardedOnOtherPlatform;Proportion_SwitchingMistakes;Test_NrMistakes_WrongLevel_ChoseCupThatIsNeverRewarded;ProportionSwitchMistakesOutofAllMistakes;comments;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_1;16;right;upper;right;upper;right;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_1;17;right;upper;left;upper;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;1;left;lower;left;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;2;left;lower;right;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;3;left;lower;right;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;4;left;lower;left;lower;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;5;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;6;left;lower;right;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;7;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;8;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;9;left;lower;right;lower;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;10;left;lower;right;lower;right;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;11;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;12;left;lower;right;lower;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;13;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;14;left;lower;right;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;15;left;lower;left;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;16;left;lower;right;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;17;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;18;left;lower;right;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;19;left;lower;left;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;20;left;lower;left;lower;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;21;left;lower;right;lower;right;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;22;left;lower;right;lower;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;23;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;24;left;lower;right;lower;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;25;left;lower;left;lower;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;26;left;lower;left;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;27;left;lower;right;lower;right;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;28;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;29;left;lower;left;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;30;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;31;left;lower;right;lower;right;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;32;left;lower;left;lower;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;33;right;upper;left;upper;right;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;34;right;upper;right;upper;left;0;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;35;right;upper;left;upper;left;1;;;;;;;;;;;;;;;;;;;;;;;
34;f;46;3;global developmental delay;46;3;young;Fife;;no;yes;17;8;9;0.529411765;1;no;36;20;16;0.444444444;no;ID34_Shifting_Shelf1_f_3y;;;;;;;;;;;;;;training_2a;36;right;upper;left;upper;left;1;;;;;;;;;;;;;;;;;;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;1;left;lower;right;lower;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;2;left;lower;left;lower;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;3;left;lower;left;lower;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;4;left;lower;right;lower;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;5;left;lower;left;lower;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;6;right;upper;left;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;7;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;8;right;upper;right;upper;left;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;9;right;upper;left;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;10;right;upper;right;upper;left;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;11;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;12;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;13;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;14;left;lower;right;lower;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;15;left;lower;right;lower;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_1;16;left;lower;left;lower;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;1;right;upper;left;lower;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;2;right;upper;right;lower;left;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;3;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;4;right;upper;left;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;5;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;6;right;upper;left;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;7;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;8;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;9;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;10;left;lower;left;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;11;left;lower;right;upper;right;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;12;left;lower;right;lower;left;0;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;13;left;lower;left;lower;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;14;left;lower;left;lower;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;15;left;lower;right;lower;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;16;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;17;right;upper;left;upper;left;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
35;m;37;3;no;38;3;young;Fife;103;no;yes;13;6;7;0.538461538;2;yes;18;8;10;0.555555556;yes;ID35_Shifting_Shelf1_BPVS_m_3y, ID35_Shifting_Shelf2_3y_m_1, ID35_Shifting_Shelf2_3y_m_2;no;;no;left;1;yes;8;1;7;0.875;no;yes;;training_2a;18;right;upper;right;upper;right;1;;;;6;;;10;;;4;0;10;10;;0;1;Exp. Did an extra set in training_1 and started training_2a on the right hand side. ;;;;;;
