ID;Gender;Age_months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;Dropout;ReasonDropout;StoppedGame;TestingLocation;Criterion_Reached;Trial_no;Trial_Success;Trial_Got_sticker;CumulativeNrofCorrectSearches;CumulativeProportionCorrect;Loc_sticker_changed;Box_change;TotalNr_Trials;NrCorrectTrials;NrErrors;ProportionCorrect;NrTrials_UntilCriterionReached;NrCorrectTrials_UntilCriterionReached;NrErrors_UntilCriterionReached;Video;Comments;BoxChange_NrCorrectTrials;BoxChange_NrTotalTrials;Proportion_CorrectTrials_WhenBoxChanged;NoBoxChange_NrCorrectTrials;NoBoxChange_NrTotalTrials;Proportion_SuccessfulTrials_WhenBoxDidNotChange;LocationChange_TotalNrTrials;LocationChange_NrCorrectTrials;ProportionCorrect_LocationChange;NoLocationChange_TotalNrTrials;NoLocationChange_NrCorrectTrials;ProportionCorrect_NoLocationChange
46;f;48;4;no;50;4;old;no;;no;Fife;yes;1;yes;1;1;1;;;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
46;f;48;4;no;50;4;old;no;;no;Fife;yes;2;yes;1;2;1;no;yes;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
46;f;48;4;no;50;4;old;no;;no;Fife;yes;3;yes;1;3;1;no;no;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
46;f;48;4;no;50;4;old;no;;no;Fife;yes;4;yes;1;4;1;yes;no;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
46;f;48;4;no;50;4;old;no;;no;Fife;yes;5;yes;1;5;1;yes;yes;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
46;f;48;4;no;50;4;old;no;;no;Fife;yes;6;yes;1;6;1;yes;no;6;6;0;1;6;6;0;ID46_Shifting_Tray_f_4y;;2;2;1;3;3;1;3;3;1;2;2;1
47;f;52;4;no;54;4;old;no;;no;Fife;yes;1;no;0;0;0;;;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;2;yes;1;1;0.5;no;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;3;no;0;1;0.333333333;no;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;4;yes;1;2;0.5;yes;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;5;no;0;2;0.4;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;6;no;0;2;0.333333333;yes;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;7;no;0;2;0.285714286;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;8;no;0;2;0.25;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;9;no;0;2;0.222222222;no;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;10;yes;1;3;0.3;yes;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;11;yes;1;4;0.363636364;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;12;no;0;4;0.333333333;yes;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;13;no;0;4;0.307692308;no;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;14;no;0;4;0.285714286;no;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;15;yes;1;5;0.333333333;no;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;16;no;0;5;0.3125;no;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;17;yes;1;6;0.352941176;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;18;yes;1;7;0.388888889;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;19;yes;1;8;0.421052632;no;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;20;yes;1;9;0.45;no;no;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;21;yes;1;10;0.476190476;yes;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
47;f;52;4;no;54;4;old;no;;no;Fife;yes;22;yes;1;11;0.5;no;yes;22;11;11;0.5;22;11;11;ID47_Shifting_Tray_f_4y;it was coded as 24 trials but there were 8 consecutive correct. Removed the last 2 trials.;7;12;0.583333333;4;9;0.444444444;11;6;0.545454545;10;5;0.5
48;m;42;3;no;44;3;young;no;;no;Fife;yes;1;no;0;0;0;;;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;2;no;0;0;0;no;yes;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;3;yes;1;1;0.333333333;no;no;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;4;yes;1;2;0.5;yes;no;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;5;yes;1;3;0.6;yes;yes;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;6;yes;1;4;0.666666667;yes;no;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;7;yes;1;5;0.714285714;no;yes;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
48;m;42;3;no;44;3;young;no;;no;Fife;yes;8;yes;1;6;0.75;no;yes;8;6;2;0.75;8;6;2;ID48_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;1;yes;1;1;1;;;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;2;yes;1;2;1;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;3;no;0;2;0.666666667;no;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;4;yes;1;3;0.75;yes;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;5;yes;1;4;0.8;yes;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;6;no;0;4;0.666666667;yes;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;7;no;0;4;0.571428571;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;8;yes;1;5;0.625;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;9;yes;1;6;0.666666667;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;10;no;0;6;0.6;yes;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;11;yes;1;7;0.636363636;yes;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;12;yes;1;8;0.666666667;yes;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;13;yes;1;9;0.692307692;no;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;14;yes;1;10;0.714285714;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;15;no;0;10;0.666666667;yes;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;16;yes;1;11;0.6875;no;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;17;yes;1;12;0.705882353;no;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;18;yes;1;13;0.722222222;yes;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;19;yes;1;14;0.736842105;yes;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;20;yes;1;15;0.75;no;no;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
51;f;41;3;no information;43;3;young;no;;no;Fife;yes;21;yes;1;16;0.761904762;yes;yes;21;16;5;0.761904762;21;16;5;ID51_Shifting_Tray_f_3y;;10;11;0.909090909;5;9;0.555555556;10;7;0.7;10;8;0.8
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;1;yes;1;1;1;;;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;2;yes;1;2;1;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;3;no;0;2;0.666666667;no;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;4;yes;1;3;0.75;yes;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;5;no;0;3;0.6;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;6;yes;1;4;0.666666667;yes;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;7;no;0;4;0.571428571;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;8;yes;1;5;0.625;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;9;no;0;5;0.555555556;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;10;yes;1;6;0.6;yes;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;11;yes;1;7;0.636363636;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;12;yes;1;8;0.666666667;yes;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;13;yes;1;9;0.692307692;no;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;14;no;0;9;0.642857143;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;15;yes;1;10;0.666666667;yes;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;16;no;0;10;0.625;no;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;17;yes;1;11;0.647058824;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;18;yes;1;12;0.666666667;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;19;yes;1;13;0.684210526;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;20;no;0;13;0.65;no;no;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;21;yes;1;14;0.666666667;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;22;yes;1;15;0.681818182;no;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;23;yes;1;16;0.695652174;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
52;f;41;3;no information;43;3;young;no;;no;Fife;yes;24;yes;1;17;0.708333333;yes;yes;24;17;7;0.708333333;24;17;7;ID52_Shifting_Tray_f_3y;;10;14;0.714285714;6;9;0.666666667;12;11;0.916666667;11;5;0.454545455
53;f;42;3;no;44;3;young;no;;no;Fife;yes;1;no;0;0;0;;;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;2;yes;1;1;0.5;no;yes;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;3;yes;1;2;0.666666667;no;no;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;4;yes;1;3;0.75;yes;yes;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;trial 4 and 5 are different than sheet, corrected.;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;5;yes;1;4;0.8;yes;yes;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;6;yes;1;5;0.833333333;yes;yes;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
53;f;42;3;no;44;3;young;no;;no;Fife;yes;7;yes;1;6;0.857142857;no;yes;7;6;1;0.857142857;7;6;1;ID53_Shifting_Tray_f_3y;;5;5;1;1;1;1;3;3;1;3;3;1
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;1;no;0;0;0;;;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;2;no;0;0;0;no;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;3;yes;1;1;0.333333333;no;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;4;no;0;1;0.25;yes;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;5;no;0;1;0.2;yes;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;6;yes;1;2;0.333333333;yes;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;7;no;0;2;0.285714286;no;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;8;yes;1;3;0.375;no;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;9;yes;1;4;0.444444444;no;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;10;yes;1;5;0.5;yes;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;11;yes;1;6;0.545454545;yes;yes;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;12;yes;1;7;0.583333333;yes;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
54;m;51;4;no;52;4;old;no;;no;Edinburgh;yes;13;yes;1;8;0.615384615;no;no;13;8;5;0.615384615;13;8;5;ID54_Shifting_Tray_m_4y;;3;6;0.5;5;6;0.833333333;6;4;0.666666667;6;4;0.666666667
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;1;yes;1;1;1;;;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;2;no;0;1;0.5;no;yes;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;3;yes;1;2;0.666666667;no;no;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;4;yes;1;3;0.75;yes;no;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;5;no;0;3;0.6;yes;yes;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
55;m;43;3;no;44;3;young;no;;no;Edinburgh;yes;6;yes;1;4;0.666666667;yes;no;11;9;2;0.818181818;11;9;2;ID55_Shifting_Tray_m_3y;;4;6;0.666666667;4;4;1;5;4;0.8;5;4;0.8
