ID;Gender;Age_months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;Dropout;ReasonDropout;StoppedGame;TestingLocation;Criterion_Reached;Trial_no;Trial_Success;Trial_Got_sticker;CumulativeNrofCorrectSearches;CumulativeProportionCorrect;Loc_sticker_changed;Box_change;TotalNr_Trials;NrCorrectTrials;NrErrors;ProportionCorrect;NrTrials_UntilCriterionReached;NrCorrectTrials_UntilCriterionReached;NrErrors_UntilCriterionReached;Video;Comments;BoxChange_NrCorrectTrials;BoxChange_NrTotalTrials;Proportion_CorrectTrials_WhenBoxChanged;NoBoxChange_NrCorrectTrials;NoBoxChange_NrTotalTrials;Proportion_SuccessfulTrials_WhenBoxDidNotChange;LocationChange_TotalNrTrials;LocationChange_NrCorrectTrials;ProportionCorrect_LocationChange;NoLocationChange_TotalNrTrials;NoLocationChange_NrCorrectTrials;ProportionCorrect_NoLocationChange
1;m;61;5;no;62;5;old;no;;no;Fife;yes;1;yes;1;1;1;;;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
1;m;61;5;no;62;5;old;no;;no;Fife;yes;2;yes;1;2;1;no;yes;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
1;m;61;5;no;62;5;old;no;;no;Fife;yes;3;yes;1;3;1;no;no;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
1;m;61;5;no;62;5;old;no;;no;Fife;yes;4;yes;1;4;1;yes;no;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
1;m;61;5;no;62;5;old;no;;no;Fife;yes;5;yes;1;5;1;yes;yes;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
1;m;61;5;no;62;5;old;no;;no;Fife;yes;6;yes;1;6;1;yes;no;6;6;0;1;6;6;0;ID1_Shifting_Tray_m_5y;;2;2;1;3;3;1;3;3;1;2;2;1
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;1;no;0;0;0;;;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;2;no;0;0;0;no;yes;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;3;yes;1;1;0.333333333;no;no;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;4;yes;1;2;0.5;yes;no;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;5;yes;1;3;0.6;yes;yes;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;6;yes;1;4;0.666666667;yes;no;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;7;yes;1;5;0.714285714;no;yes;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
2;m;42;3;no information;42;3;young;no;;no;Fife;yes;8;yes;1;6;0.75;no;yes;8;6;2;0.75;8;6;2;ID2_Shifting_Tray_m_3y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;1;no;0;0;0;;;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;2;yes;1;1;0.5;no;yes;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;3;no;0;1;0.333333333;no;no;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;4;yes;1;2;0.5;yes;no;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;5;yes;1;3;0.6;yes;yes;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;6;yes;1;4;0.666666667;yes;no;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;7;yes;1;5;0.714285714;no;yes;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;8;yes;1;6;0.75;no;yes;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
3;m;43;3;no information;44;3;young;no;;no;Fife;yes;9;yes;1;7;0.777777778;no;yes;9;7;2;0.777777778;9;7;2;ID3_Shifting_Tray_m_3y;;5;5;1;2;3;0.666666667;3;3;1;5;4;0.8
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;1;yes;1;1;1;;;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;2;no;0;1;0.5;no;yes;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;3;yes;1;2;0.666666667;no;no;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;4;yes;1;3;0.75;yes;no;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;5;yes;1;4;0.8;yes;yes;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;6;yes;1;5;0.833333333;yes;no;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;7;yes;1;6;0.857142857;no;yes;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
4;m;62;5;no information;63;5;old;no;;no;Fife;yes;8;yes;1;7;0.875;no;yes;8;7;1;0.875;8;7;1;ID4_Shifting_Tray_m_5y;;3;4;0.75;3;3;1;3;3;1;4;3;0.75
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;1;no;0;0;0;;;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;2;yes;1;1;0.5;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;3;yes;1;2;0.666666667;no;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;4;yes;1;3;0.75;yes;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;5;no;0;3;0.6;yes;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;6;yes;1;4;0.666666667;yes;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;7;yes;1;5;0.714285714;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;8;yes;1;6;0.75;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;9;yes;1;7;0.777777778;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;10;yes;1;8;0.8;yes;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;11;no;0;8;0.727272727;yes;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;12;yes;1;9;0.75;yes;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;13;yes;1;10;0.769230769;no;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;14;yes;1;11;0.785714286;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;15;yes;1;12;0.8;yes;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;16;yes;1;13;0.8125;no;no;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
5;f;45;3;no information;46;3;young;no;;no;Fife;yes;17;yes;1;14;0.823529412;no;yes;17;14;3;0.823529412;17;14;3;ID5_Shifting_Tray_f_3y;;6;8;0.75;8;8;1;7;5;0.714285714;9;9;1
6;m;40;3;no;40;3;young;no;;no;Fife;yes;1;no;0;0;0;;;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;2;no;0;0;0;no;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;3;yes;1;1;0.333333333;no;no;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;4;no;0;1;0.25;yes;no;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;5;yes;1;2;0.4;yes;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;6;no;0;2;0.333333333;yes;no;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;7;yes;1;3;0.428571429;no;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;8;yes;1;4;0.5;no;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;9;yes;1;5;0.555555556;no;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;10;yes;1;6;0.6;yes;yes;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;11;yes;1;7;0.636363636;yes;no;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
6;m;40;3;no;40;3;young;no;;no;Fife;yes;12;yes;1;8;0.666666667;yes;no;12;8;4;0.666666667;12;8;4;ID6_Shifting_Tray_m_3y;change in coding sheet at trial 10;5;6;0.833333333;3;5;0.6;6;4;0.666666667;5;4;0.8
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;1;no;0;0;0;;;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;2;no;0;0;0;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;3;yes;1;1;0.333333333;no;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;4;yes;1;2;0.5;yes;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;5;no;0;2;0.4;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;6;yes;1;3;0.5;yes;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;7;no;0;3;0.428571429;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;8;yes;1;4;0.5;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;9;yes;1;5;0.555555556;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;10;yes;1;6;0.6;yes;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;11;yes;1;7;0.636363636;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;12;yes;1;8;0.666666667;yes;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;13;no;0;8;0.615384615;no;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;14;no;0;8;0.571428571;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;15;yes;1;9;0.6;yes;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;16;yes;1;10;0.625;no;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;17;no;0;10;0.588235294;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;18;yes;1;11;0.611111111;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;19;yes;1;12;0.631578947;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;20;yes;1;13;0.65;no;no;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;21;yes;1;14;0.666666667;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;22;yes;1;15;0.681818182;no;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
7;m;46;3;no information;46;3;young;no;;no;Fife;yes;23;yes;1;16;0.695652174;yes;yes;23;16;7;0.695652174;23;16;7;ID7_Shifting_Tray_m_3y;;8;13;0.615384615;8;9;0.888888889;11;10;0.909090909;11;6;0.545454545
8;m;58;4;no;58;4;old;no;;no;Fife;yes;1;no;0;0;0;;;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;2;yes;1;1;0.5;no;yes;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;3;yes;1;2;0.666666667;no;no;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;4;yes;1;3;0.75;yes;no;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;5;yes;1;4;0.8;yes;yes;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;6;yes;1;5;0.833333333;yes;no;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
8;m;58;4;no;58;4;old;no;;no;Fife;yes;7;yes;1;6;0.857142857;no;yes;7;6;1;0.857142857;7;6;1;ID8_Shifting_Tray_m_4y;first 3 trials are missing from the video so not sure about the location/box change for these trials.;3;3;1;3;3;1;3;3;1;3;3;1
9;f;40;3;no;41;3;young;no;;no;Fife;yes;1;no;0;0;0;;;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;2;no;0;0;0;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;3;no;0;0;0;no;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;4;yes;1;1;0.25;yes;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;5;no;0;1;0.2;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;6;yes;1;2;0.333333333;yes;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;7;yes;1;3;0.428571429;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;8;no;0;3;0.375;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;9;no;0;3;0.333333333;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;10;no;0;3;0.3;yes;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;11;yes;1;4;0.363636364;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;12;yes;1;5;0.416666667;yes;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;13;no;0;5;0.384615385;no;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;14;yes;1;6;0.428571429;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;15;no;0;6;0.4;yes;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;16;yes;1;7;0.4375;no;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;17;yes;1;8;0.470588235;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;18;no;0;8;0.444444444;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;19;yes;1;9;0.473684211;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;20;no;0;9;0.45;no;no;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;21;no;0;9;0.428571429;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;22;no;0;9;0.409090909;no;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
9;f;40;3;no;41;3;young;no;;no;Fife;yes;23;yes;1;10;0.434782609;yes;yes;31;16;15;0.516129032;31;16;15;ID9_Shifting_Tray_f_3y;;11;20;0.55;5;10;0.5;16;10;0.625;14;6;0.428571429
