ID;Gender;Age_months;Age_group;AdditionalSupportNeeds;AgeMonths_midtesting;AgeGroup_midtesting;TestingLocation;BPVS_Score;Mediansplit_midtesting_entiresample;Dropout;StoppedGame;Phase;Trial;Nr_Searches_UntilRewardFound (4= did not find);Grid_Choices;2ndTaskCorrect;Comment;choice01;choice01_x;choice01_y;toy_x;toy_y;distance_c01;choice02;choice03;AverageDistanceAcrossTestTrials;Got_Toy (1 = yes, 0 = no);Cumulative_SumofToys_TestTrials;Cumulative_Average_Distance;Video;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;4;2;13,9;no;;13;1;4;1;3;1.0000;9;;1.236;1;2;1.50;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;1.236;1;3;1.20;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;6;2;8,12;no;;8;4;2;4;3;1.0000;12;;1.236;1;4;1.167;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;7;4;7,8,11;yes;;7;3;2;2;3;1.4142;8;11;1.236;0;4;1.202;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;8;4;7,16,7;no;;7;3;2;3;4;2.0000;16;7;1.236;0;4;1.302;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;9;4;16,15,14;no;;16;4;4;4;2;2.0000;15;14;1.236;0;4;1.379;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;10;1;6;no;;6;2;2;2;2;0.0000;;;1.236;1;5;1.241;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;11;4;7,10,14;no;;7;3;2;3;3;1.0000;10;14;1.236;0;5;1.219;ID36_WM_Grid_m_3y;
36;m;38;3;no;41;3;Fife;93;young;no;no;Test;12;4;10,15,6;no;;10;2;3;3;2;1.4142;15;6;1.236;0;5;1.236;ID36_WM_Grid_m_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;1.045;1;;;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;1.045;1;;;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;1;4;10,9,13;yes;;10;2;3;1;2;1.4142;9;13;1.045;0;0;1.414;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;1.045;1;1;.707;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;1.045;1;2;.471;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;4;2;2,9;yes;;2;2;1;1;3;2.2361;9;;1.045;1;3;.913;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;5;4;3,1,5;yes;;3;3;1;2;1;1.0000;1;5;1.045;0;3;.930;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;6;1;12;yes;;12;4;3;4;3;0.0000;;;1.045;1;4;.775;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;7;4;16,9,13;yes;;16;4;4;2;3;2.2361;9;13;1.045;0;4;.984;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;8;4;16,12,10;yes;;16;4;4;3;4;1.0000;12;10;1.045;0;4;.986;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;9;1;8;yes;;8;4;2;4;2;0.0000;;;1.045;1;5;.876;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;10;4;4,8,12;yes;;4;4;1;2;2;2.2361;8;12;1.045;0;5;1.012;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;11;4;6,8,12;yes;;6;2;2;3;3;1.4142;8;12;1.045;0;5;1.049;ID37_WM_Grid_f_3y;
37;f;37;3;no;40;3;Fife;97;young;no;no;Test;12;2;3,7;yes;;3;3;1;3;2;1.0000;7;;1.045;1;6;1.045;ID37_WM_Grid_f_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.618;1;;;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Warm-up;2;2;11,14;;;11;3;3;2;4;1.4142;14;;0.618;1;;;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;1;1;5;yes;;5;1;2;1;2;0.0000;;;0.618;1;1;.0;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;0.618;1;2;.0;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;0.618;1;3;.0;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;4;1;9;yes;;9;1;3;1;3;0.0000;;;0.618;1;4;.0;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.618;1;5;.0;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;6;4;7,2,14;yes;toy was in box 8 instead of 12;7;3;2;4;2;1.0000;2;14;0.618;0;5;.167;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;7;3;6,7,10;yes;;6;2;2;2;3;1.0000;7;10;0.618;1;6;.286;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;8;2;14,15;yes;;14;2;4;3;4;1.0000;15;;0.618;1;7;.375;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;9;2;4,8;yes;;4;4;1;4;2;1.0000;8;;0.618;1;8;.444;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;10;4;1,7,10;yes;;1;1;1;2;2;1.4142;7;10;0.618;0;8;.541;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;11;3;7,6,11;yes;first choice was 7, not 3. Corrected.;7;3;2;3;3;1.0000;6;11;0.618;1;9;.583;ID38_WM_Grid_m_3y;
38;m;44;3;no;46;3;Edinburgh;117;young;no;no;Test;12;3;11,12,7;yes;;11;3;3;3;2;1.0000;12;7;0.618;1;10;.618;ID38_WM_Grid_m_3y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.437;1;;;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.437;1;;;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;1;1;5;yes;;5;1;2;1;2;0.0000;;;0.437;1;1;.0;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;0.437;1;2;.0;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;0.437;1;3;.0;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;4;1;9;yes;;9;1;3;1;3;0.0000;;;0.437;1;4;.0;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.437;1;5;.0;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;6;2;8,12;yes;;8;4;2;4;3;1.0000;12;;0.437;1;6;.167;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;7;1;10;yes;;10;2;3;2;3;0.0000;;;0.437;1;7;.143;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;8;4;10,12,14;yes;;10;2;3;3;4;1.4142;12;14;0.437;0;7;.302;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;9;1;8;yes;;8;4;2;4;2;0.0000;;;0.437;1;8;.268;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;10;4;11,7,3;yes;;11;3;3;2;2;1.4142;7;3;0.437;0;8;.383;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;11;4;6,9,5;yes;;6;2;2;3;3;1.4142;9;5;0.437;0;8;.477;ID40_WM_Grid_f_4y;
40;f;53;4;no;54;4;Edinburgh;107;old;no;no;Test;12;1;7;yes;;7;3;2;3;2;0.0000;;;0.437;1;9;.437;ID40_WM_Grid_f_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.167;1;;;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.167;1;;;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;1;1;5;yes;;5;1;2;1;2;0.0000;;;0.167;1;1;.0;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;0.167;1;2;.0;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;0.167;1;3;.0;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;4;2;5,9;yes;;5;1;2;1;3;1.0000;9;;0.167;1;4;.250;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.167;1;5;.20;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;6;1;12;yes;;12;4;3;4;3;0.0000;;;0.167;1;6;.167;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;7;1;10;yes;;10;2;3;2;3;0.0000;;;0.167;1;7;.143;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;8;1;15;no;;15;3;4;3;4;0.0000;;;0.167;1;8;.125;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;9;1;8;yes;;8;4;2;4;2;0.0000;;;0.167;1;9;.111;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;10;2;7,6;yes;;7;3;2;2;2;1.0000;6;;0.167;1;10;.20;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;11;1;11;yes;;11;3;3;3;3;0.0000;;;0.167;1;11;.182;ID41_WM_Grid_m_4y;
41;m;54;4;no;54;4;Edinburgh;119;old;no;no;Test;12;1;7;no;;7;3;2;3;2;0.0000;;;0.167;1;12;.167;ID41_WM_Grid_m_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.858;1;;;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.858;1;;;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;1;3;9,10,5;yes;;9;1;3;1;2;1.0000;10;5;0.858;1;1;1.0;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;2;4;10,6,10;yes;;10;2;3;2;4;1.0000;6;10;0.858;0;1;1.0;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;0.858;1;2;.667;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;4;4;7,3,15;no;;7;3;2;1;3;2.2361;3;15;0.858;0;2;1.059;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.858;1;3;.847;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;6;1;12;yes;;12;4;3;4;3;0.0000;;;0.858;1;4;.706;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;7;4;1,2,3;no;;1;1;1;2;3;2.2361;2;3;0.858;0;4;.925;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;8;1;15;no;;15;3;4;3;4;0.0000;;;0.858;1;5;.809;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;9;3;11,12,8;yes;;11;3;3;4;2;1.4142;12;8;0.858;1;6;.876;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;10;1;6;yes;;6;2;2;2;2;0.0000;;;0.858;1;7;.789;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;11;2;7,11;yes;;7;3;2;3;3;1.0000;11;;0.858;1;8;.808;ID42_WM_Grid_f_4y;
42;f;55;4;no;56;4;Edinburgh;117;old;no;no;Test;12;3;10,11,7;yes;;10;2;3;3;2;1.4142;11;7;0.858;1;9;.858;ID42_WM_Grid_f_4y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.75;1;;;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.75;1;;;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;1;4;13,9,13;no;;13;1;4;1;2;2.0000;9;13;0.75;0;0;2.0;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;2;1;14;no;;14;2;4;2;4;0.0000;;;0.75;1;1;1.0;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;3;1;2;yes;;2;2;1;3;1;1.0000;;;0.75;1;2;1.0;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;4;4;10,2,3;no;;10;2;3;1;3;1.0000;2;3;0.75;0;2;1.0;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.75;1;3;.80;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;6;4;8,4,16;no;;8;4;2;4;3;1.0000;4;16;0.75;0;3;.833;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;7;2;6,10;yes;;6;2;2;2;3;1.0000;10;;0.75;1;4;.857;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;8;1;15;yes;;15;3;4;3;4;0.0000;;;0.75;1;5;.750;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;9;4;7,16,3;no;;7;3;2;4;2;1.0000;16;3;0.75;0;5;.778;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;10;1;6;no;;6;2;2;2;2;0.0000;;;0.75;1;6;.70;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;11;3;7,7,11;yes;;7;3;2;3;3;1.0000;7;11;0.75;1;7;.727;ID43_WM_Grid_m_3y;
43;m;40;3;no;40;3;Edinburgh;93;young;no;no;Test;12;2;6,7;yes;;6;2;2;3;2;1.0000;7;;0.75;1;8;.750;ID43_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;1.143;1;;;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;1.143;1;;;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;1;4;14,7,6;yes;;14;2;4;1;2;2.2361;7;6;1.143;0;0;2.236;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;1.143;1;1;1.118;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;1.143;1;2;.745;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;4;4;3,2,11;yes;;3;3;1;1;3;2.8284;2;11;1.143;0;2;1.266;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;5;2;3,2;yes;;3;3;1;2;1;1.0000;2;;1.143;1;3;1.213;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;6;2;8,12;yes;;8;4;2;4;3;1.0000;12;;1.143;1;4;1.177;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;7;1;10;yes;;10;2;3;2;3;0.0000;;;1.143;1;5;1.009;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;8;2;13,15;yes;;13;1;4;3;4;2.0000;15;;1.143;1;6;1.133;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;9;4;4,15,14;yes;trials 8 & 9 were swapped. Corrected;4;4;1;2;2;2.2361;15;14;1.143;0;6;1.256;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;10;1;8;yes;;8;4;2;4;2;0.0000;;;1.143;1;7;1.130;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;11;2;12,11;yes;;12;4;3;3;3;1.0000;11;;1.143;1;8;1.118;ID44_WM_Grid_m_3y;
44;m;42;3;no;43;3;Edinburgh;90;young;no;no;Test;12;4;12,11,6;yes;;12;4;3;3;2;1.4142;11;6;1.143;0;8;1.143;ID44_WM_Grid_m_3y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.804;1;;;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.804;1;;;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;1;1;5;yes;;5;1;2;1;2;0.0000;;;0.804;1;1;.0;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;0.804;1;2;.0;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;3;4;8,11,15;yes;nr of searches corrected;8;4;2;3;1;1.4142;11;15;0.804;0;2;.471;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;4;1;9;yes;;9;1;3;1;3;0.0000;;;0.804;1;3;.354;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;5;4;6,10,14;yes;nr of searches corrected;6;2;2;2;1;1.0000;10;14;0.804;0;3;.483;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;6;1;12;no;;12;4;3;4;3;0.0000;;;0.804;1;4;.402;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;7;1;10;no;;10;2;3;2;3;0.0000;;;0.804;1;5;.345;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;8;1;15;yes;;15;3;4;3;4;0.0000;;;0.804;1;6;.302;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;9;4;10,7,14;no;nr of searches corrected;10;2;3;4;2;2.2361;7;14;0.804;0;6;.517;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;10;4;8,12,15;yes;nr of searches corrected;8;4;2;2;2;2.0000;12;15;0.804;0;6;.665;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;11;4;10,10,14;yes;nr of searches corrected;10;2;3;3;3;1.0000;10;14;0.804;0;6;.695;ID45_WM_Grid_f_4y;
45;f;48;4;no;51;4;Fife;116;old;no;no;Test;12;4;15,10,15;yes;nr of searches corrected;15;3;4;3;2;2.0000;10;15;0.804;0;6;.804;ID45_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;0.569;1;;;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;0.569;1;;;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;1;1;5;yes;;5;1;2;1;2;0.0000;;;0.569;1;1;.0;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;0.569;1;2;.0;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;0.569;1;3;.0;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;4;2;5,9;yes;;5;1;2;1;3;1.0000;9;;0.569;1;4;.250;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;5;1;2;yes;;2;2;1;2;1;0.0000;;;0.569;1;5;.20;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;6;2;8,12;yes;;8;4;2;4;3;1.0000;12;;0.569;1;6;.333;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;7;2;11,10;yes;;11;3;3;2;3;1.0000;10;;0.569;1;7;.429;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;8;4;11,10,6;no;nr of searches corrected;11;3;3;3;4;1.0000;10;6;0.569;0;7;.50;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;9;1;6;yes;RA swapped trial 9 and 10 ;6;2;2;2;2;0.0000;;;0.569;1;8;.444;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;10;4;11,10,7;no;The child pushes the same box (10) as for the third choice, E says that it was the same was she tried last time and asks for another box. nr of searches corrected;11;3;3;4;2;1.4142;10;7;0.569;0;8;.541;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;11;1;11;yes;;11;3;3;3;3;0.0000;;;0.569;1;9;.492;ID46_WM_Grid_f_4y;
46;f;48;4;no;50;4;Fife;118;old;no;no;Test;12;3;10,6,7;yes;;10;2;3;3;2;1.4142;6;7;0.569;1;10;.569;ID46_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;1.324;1;;;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;1.324;1;;;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;1;2;1,5;yes;;1;1;1;1;2;1.0000;5;;1.324;1;1;1.0;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;2;4;6,1,5;yes;nr of searches corrected;6;2;2;2;4;2.0000;1;5;1.324;0;1;1.50;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;3;1;3;yes;;3;3;1;3;1;0.0000;;;1.324;1;2;1.0;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;4;4;3,2,1;yes;nr of searches corrected;3;3;1;1;3;2.8284;2;1;1.324;0;2;1.457;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;5;4;14,6,7;yes;nr of searches corrected;14;2;4;2;1;3.0000;6;7;1.324;0;2;1.766;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;6;4;11,7,6;yes;nr of searches corrected;11;3;3;4;3;1.0000;7;6;1.324;0;2;1.638;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;7;4;3,2,7;yes;nr of searches corrected;3;3;1;2;3;2.2361;2;7;1.324;0;2;1.723;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;8;4;12,11,10;yes;nr of searches corrected;12;4;3;3;4;1.4142;11;10;1.324;0;2;1.685;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;9;3;3,7,8;yes;the child sees the toy in the box and says this as she finds the toy in her last search.;3;3;1;4;2;1.4142;7;8;1.324;1;3;1.655;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;10;1;6;yes;;6;2;2;2;2;0.0000;;;1.324;1;4;1.489;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;11;4;7,6,7;yes;nr of searches corrected;7;3;2;3;3;1.0000;6;7;1.324;0;4;1.445;ID47_WM_Grid_f_4y;
47;f;51;4;no;54;4;Fife;87;old;no;no;Test;12;1;7;yes;;7;3;2;3;2;0.0000;;;1.324;1;5;1.324;ID47_WM_Grid_f_4y;
48;m;42;3;no;44;3;Fife;106;young;no;no;Warm-up;1;1;7;;;7;3;2;3;2;0.0000;;;1.074;1;;;ID48_WM_Grid_m_3y;
48;m;42;3;no;44;3;Fife;106;young;no;no;Warm-up;2;1;14;;;14;2;4;2;4;0.0000;;;1.074;1;;;ID48_WM_Grid_m_3y;
48;m;42;3;no;44;3;Fife;106;young;no;no;Test;1;4;13,6,3;yes;nr of searches corrected;13;1;4;1;2;2.0000;6;3;1.074;0;0;2.0;ID48_WM_Grid_m_3y;
48;m;42;3;no;44;3;Fife;106;young;no;no;Test;2;1;14;yes;;14;2;4;2;4;0.0000;;;1.074;1;1;1.0;ID48_WM_Grid_m_3y;
