ID;Sex;Age_months;Midtesting_age_months;Age_group;Midtesting_age_group;Mediansplit_midtesting_entiresample;AdditionalSupportNeeds;Experimenter;TestingLocation;CleanData;Dropout?;Reason_Dropout;Issue;BPVS_Score;CleanData_for_First6UniqueSearches_notcountingredundantsearches;CleanData_for_First6UniqueSearches_punishingredundantsearchestotransparentdoors;CleanData_for_First2Min;Comments;ReceivedHelpFromE;FinishedTask;Trial;DoesEMoveBoxTowardsChild_atBeginningOfTrial;IfMove_DoesVideoShowTheEntireMove;DoorWobble;IfWobble_DoesChildSee;Comment_on_WobblingDoor;SearchNr;PositionOfBoxTouched;TypeOfBox;TriedTransparentBox;SixUniqueSearches_PunishingRepeatedVisitsToTransparentDoors;TouchedThisBoxBefore_NotCountingRepeatedVisits;Got_toy;Trial_comments;NoRedundantSearchesPunished_2Phases_HowManyTrials;NoRedundantSearchesPunished_2Phases_HowmanyTransparentBoxesTouched;NoRedundantSearchesPunished_2Phases_ProportionTransparentBoxesTouched;RedundantSearchesToTransparentDoorsPunished_2Phases_HowManyTrials;RedundantSearchesToTransparentDoorsPunished_2Phases_HowmanyTransparentBoxesTouched;RedundantSearchesToTransparentDoorsPunished_2Phases_ProportionTransparentBoxesTouched;Latency_ToGet6UniqueSearches_noredundantsearchescounted;NrCorrectChoicesWithinFirst6Unique_WhileCountingRepeatedVisitsToTransparentDoors;NrCorrectChoicesWithinFirst6UniqueChoices_not countingredundantsearchestotransparentboxes;NrErrorsWithinFirst6UniqueChoices;ProportionCorrectOutOfFirstSixUniqueSearches;ProportionCorrect_PunishingForRepeatedVisitsToTransparentDoors;FirstBoxTouched;DurationFromFirstTouchUntilAllToysRetrievedinSec;FoundAllToys;NrSearchesUntilAllToysFound;NrOfTimesATransparentDoorWasTouched_repeatsarecounted;NrOfTransparentBoxesTouchedAfterFirstAnimal_repeatsarecounted;Latency_tofirstrewardinSec_from_first_touch_of_a_door;Latency_to_first_opaque_door_touched_in_sec;Video;First2Min_BoxNr;First2Min_PosBox;First2Min_TypeBox;First2Min_TouchedBefore;First2Min_GotToy;First2Min_NrUniqueSearches;First2Min_NrCorrectTrialsWithinFirst6Searches;First2Min_PropCorrect;AfterFirstAnimalWasFound_HowManyTransparentDoorsAreTouched_WithinTheNext6Searches;AfterFirstAnimalWasFound_HowManyTransparentDoorsAreTouched_WithinTheNext6Searches_redundantsearchesofopaquedoorsareignored
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;11;2;opaque;0;;no;yes, but E opened door for her;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;12;1;opaque;0;;yes;yes;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;13;1;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;14;2;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;15;5;opaque;0;;no;yes;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;16;2;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;17;6;transparent;1;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;18;7;opaque;0;;no;yes;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;19;2;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;20;6;transparent;1;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;21;7;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;22;15;opaque;0;;no;yes;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;23;2;opaque;0;;yes;;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;trials are swapped, trial 2 administered first. ;yes;yes;1;yes;yes;no;;;24;9;opaque;0;;no;yes;;12;5;0.416666667;12;8;0.666666667;130;0;2;4;0.333;0;transparent;183;yes;24;11;2;136;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;1;2
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;1;2;opaque;0;no;no;no, doesn't take animal;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;1;2;opaque;no;no, doesn't take animal;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;2;13;opaque;0;no;no;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;2;13;opaque;no;yes;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;3;2;opaque;0;yes;yes;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;3;2;opaque;yes;yes;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;4;5;opaque;0;no;no;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;4;5;opaque;no;yes;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;5;13;opaque;0;yes;yes;;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;5;13;opaque;yes;;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;6;15;opaque;0;no;no;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;6;15;opaque;no;yes;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;7;5;opaque;0;yes;yes;;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;7;5;opaque;yes;;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;8;7;opaque;0;no;no;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;8;7;opaque;no;yes;5;5;1;0;0
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;9;2;opaque;0;yes;yes;;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;0;
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;10;15;opaque;0;yes;yes;;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;0;
34;f;46;46;3;3;young;global developmental delay;Amanda;Fife;no;no;received help;received help;;no;yes;yes;;yes;yes;2;no;yes;no;;Experimenter touched an opaque door when revealing the box and the child then went straight for that box;11;12;opaque;0;no;no;yes;;6;0;0;6;0;0;136;6;6;0;1.000;1.000;opaque;135;yes;11;0;0;2;1;ID34_Inhibition_Grid_f_3y;;;;;;;;;0;
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;1;16;transparent;1;no;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;1;16;transparent;no;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;2;3;transparent;1;no;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;2;3;transparent;no;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;3;16;transparent;1;no;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;3;16;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;4;3;transparent;1;no;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;4;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;5;3;transparent;1;no;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;5;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;6;3;transparent;1;no;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;6;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;7;7;opaque;0;;no;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;7;7;opaque;no;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;8;2;opaque;0;;no;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;8;2;opaque;no;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;9;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;9;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;10;2;opaque;0;;yes;takes animal out, looks at it, puts it back inside;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;10;2;opaque;yes;takes animal out, looks at it, puts it back inside;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;11;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;11;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;12;2;opaque;0;;yes;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;12;2;opaque;yes;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;13;16;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;13;16;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;14;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;14;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;15;7;opaque;0;;yes;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;15;7;opaque;yes;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;16;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;16;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;17;2;opaque;0;;yes;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;17;2;opaque;yes;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;18;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;18;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;19;16;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;19;16;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;20;12;opaque;0;;no;no, doesn't take animal;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;20;12;opaque;no;no, doesn't take animal;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;21;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;21;3;transparent;yes;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;22;7;opaque;0;;yes;yes;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;22;7;opaque;yes;yes;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;23;6;transparent;1;;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;23;6;transparent;no;;6;3;0.5;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;24;2;opaque;0;;yes;yes;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;25;16;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;26;11;transparent;1;;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;27;11;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;28;6;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;29;1;transparent;1;;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;30;13;opaque;0;;no;yes;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;31;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;32;16;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;33;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;34;1;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;35;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;36;9;transparent;1;;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;37;13;opaque;0;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;38;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;39;8;transparent;1;;no;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;40;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;41;2;opaque;0;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;42;3;transparent;1;;yes;;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
35;m;38;38;3;3;young;no;Eva;Fife;yes;no;;;103;yes;yes;yes;was very stuck on triceratops figure;no;yes;1;yes;yes;no;;;43;15;opaque;0;;no;yes;;12;7;0.583333333;12;11;0.916666667;120;0;3;3;0.5;0;transparent;487;yes;74;57;42;114;36;ID35_Inhibition_Grid_m_3y;;;;;;;;;5;6
